center_2017_04_13_18_24_57_395.jpg,left_2017_04_13_18_24_57_395.jpg,right_2017_04_13_18_24_57_395.jpg,0,0,0,2.603956
center_2017_04_13_18_24_57_467.jpg,left_2017_04_13_18_24_57_467.jpg,right_2017_04_13_18_24_57_467.jpg,0,0,0,2.583668
center_2017_04_13_18_24_57_535.jpg,left_2017_04_13_18_24_57_535.jpg,right_2017_04_13_18_24_57_535.jpg,0,0,0,2.568557
center_2017_04_13_18_24_57_606.jpg,left_2017_04_13_18_24_57_606.jpg,right_2017_04_13_18_24_57_606.jpg,0,0,0,2.548548
center_2017_04_13_18_24_57_677.jpg,left_2017_04_13_18_24_57_677.jpg,right_2017_04_13_18_24_57_677.jpg,0,0.1081063,0,2.585853
center_2017_04_13_18_24_57_746.jpg,left_2017_04_13_18_24_57_746.jpg,right_2017_04_13_18_24_57_746.jpg,0,0.3452557,0,2.776049
center_2017_04_13_18_24_57_812.jpg,left_2017_04_13_18_24_57_812.jpg,right_2017_04_13_18_24_57_812.jpg,0,0.5133596,0,3.104479
center_2017_04_13_18_24_57_881.jpg,left_2017_04_13_18_24_57_881.jpg,right_2017_04_13_18_24_57_881.jpg,-0.1,0.7540641,0,3.710211
center_2017_04_13_18_24_57_956.jpg,left_2017_04_13_18_24_57_956.jpg,right_2017_04_13_18_24_57_956.jpg,-0.25,0.949346,0,4.313696
center_2017_04_13_18_24_58_026.jpg,left_2017_04_13_18_24_58_026.jpg,right_2017_04_13_18_24_58_026.jpg,-0.45,1,0,5.223589
center_2017_04_13_18_24_58_091.jpg,left_2017_04_13_18_24_58_091.jpg,right_2017_04_13_18_24_58_091.jpg,-0.6000001,1,0,5.891859
center_2017_04_13_18_24_58_162.jpg,left_2017_04_13_18_24_58_162.jpg,right_2017_04_13_18_24_58_162.jpg,-0.8000001,1,0,6.755839
center_2017_04_13_18_24_58_233.jpg,left_2017_04_13_18_24_58_233.jpg,right_2017_04_13_18_24_58_233.jpg,-0.8269573,0.9121614,0,7.364007
center_2017_04_13_18_24_58_302.jpg,left_2017_04_13_18_24_58_302.jpg,right_2017_04_13_18_24_58_302.jpg,-0.5905813,0.6757853,0,8.072273
center_2017_04_13_18_24_58_370.jpg,left_2017_04_13_18_24_58_370.jpg,right_2017_04_13_18_24_58_370.jpg,-0.4086108,0.4938147,0,8.452627
center_2017_04_13_18_24_58_442.jpg,left_2017_04_13_18_24_58_442.jpg,right_2017_04_13_18_24_58_442.jpg,-0.1714815,0.2566855,0,8.743651
center_2017_04_13_18_24_58_515.jpg,left_2017_04_13_18_24_58_515.jpg,right_2017_04_13_18_24_58_515.jpg,0,0.2053189,0,8.816996
center_2017_04_13_18_24_58_587.jpg,left_2017_04_13_18_24_58_587.jpg,right_2017_04_13_18_24_58_587.jpg,0,0.4545833,0,9.073118
center_2017_04_13_18_24_58_659.jpg,left_2017_04_13_18_24_58_659.jpg,right_2017_04_13_18_24_58_659.jpg,0,0.6710316,0,9.565211
center_2017_04_13_18_24_58_729.jpg,left_2017_04_13_18_24_58_729.jpg,right_2017_04_13_18_24_58_729.jpg,-0.1,0.8808149,0,10.07192
center_2017_04_13_18_24_58_804.jpg,left_2017_04_13_18_24_58_804.jpg,right_2017_04_13_18_24_58_804.jpg,-0.3,1,0,10.90263
center_2017_04_13_18_24_58_873.jpg,left_2017_04_13_18_24_58_873.jpg,right_2017_04_13_18_24_58_873.jpg,-0.45,1,0,11.62065
center_2017_04_13_18_24_58_943.jpg,left_2017_04_13_18_24_58_943.jpg,right_2017_04_13_18_24_58_943.jpg,-0.5871612,1,0,12.44486
center_2017_04_13_18_24_59_015.jpg,left_2017_04_13_18_24_59_015.jpg,right_2017_04_13_18_24_59_015.jpg,-0.4020061,1,0,12.88733
center_2017_04_13_18_24_59_087.jpg,left_2017_04_13_18_24_59_087.jpg,right_2017_04_13_18_24_59_087.jpg,-0.1814756,1,0,13.61776
center_2017_04_13_18_24_59_157.jpg,left_2017_04_13_18_24_59_157.jpg,right_2017_04_13_18_24_59_157.jpg,0,1,0,14.47795
center_2017_04_13_18_24_59_229.jpg,left_2017_04_13_18_24_59_229.jpg,right_2017_04_13_18_24_59_229.jpg,0,1,0,15.37149
center_2017_04_13_18_24_59_298.jpg,left_2017_04_13_18_24_59_298.jpg,right_2017_04_13_18_24_59_298.jpg,0,1,0,16.19203
center_2017_04_13_18_24_59_375.jpg,left_2017_04_13_18_24_59_375.jpg,right_2017_04_13_18_24_59_375.jpg,0,1,0,16.77019
center_2017_04_13_18_24_59_444.jpg,left_2017_04_13_18_24_59_444.jpg,right_2017_04_13_18_24_59_444.jpg,0,1,0,17.61897
center_2017_04_13_18_24_59_512.jpg,left_2017_04_13_18_24_59_512.jpg,right_2017_04_13_18_24_59_512.jpg,-0.1,1,0,18.26184
